学校,年份,省份,科别,专业,最低分\位次,贡献者
天津理工大学,2019,云南,理工,工业工程类,492,张致宁
天津理工大学,2018,云南,理工,工业工程类,527,张致宁
天津理工大学,2017,云南,理工,工业工程类,537,张致宁
天津理工大学,2019,云南,理工,保险学,0,张致宁
天津理工大学,2018,云南,理工,保险学,530,张致宁
天津理工大学,2017,云南,理工,保险学,540,张致宁
天津理工大学,2019,云南,理工,药学,492,张致宁
天津理工大学,2018,云南,理工,药学,527,张致宁
天津理工大学,2017,云南,理工,药学,537,张致宁
天津理工大学,2019,云南,理工,应用化学,492,张致宁
天津理工大学,2018,云南,理工,应用化学,527,张致宁
天津理工大学,2017,云南,理工,应用化学,536,张致宁
天津理工大学,2019,云南,理工,化学工程与工艺,491,张致宁
天津理工大学,2018,云南,理工,化学工程与工艺,527,张致宁
天津理工大学,2017,云南,理工,化学工程与工艺,536,张致宁
天津理工大学,2019,云南,理工,机械类,498,张致宁
天津理工大学,2018,云南,理工,机械类,531,张致宁
天津理工大学,2017,云南,理工,机械类,538,张致宁
天津理工大学,2019,云南,理工,过程装备与控制工程,495,张致宁
天津理工大学,2018,云南,理工,过程装备与控制工程,527,张致宁
天津理工大学,2017,云南,理工,过程装备与控制工程,537,张致宁
天津理工大学,2019,云南,理工,机器人工程,0,张致宁
天津理工大学,2018,云南,理工,机器人工程,533,张致宁
天津理工大学,2017,云南,理工,机器人工程,543,张致宁
天津理工大学,2019,云南,理工,安全工程,492,张致宁
天津理工大学,2018,云南,理工,安全工程,527,张致宁
天津理工大学,2017,云南,理工,安全工程,536,张致宁
天津理工大学,2019,云南,理工,数学与应用数学,496,张致宁
天津理工大学,2018,云南,理工,数学与应用数学,529,张致宁
天津理工大学,2017,云南,理工,数学与应用数学,540,张致宁
天津理工大学,2019,西藏,理工,少331,历史资料,张致宁
天津理工大学,2018,西藏,理工,少331,招生资讯,张致宁
天津理工大学,2017,西藏,理工,少331,招生章程,张致宁
天津理工大学,2019,陕西,理工,计算机科学与技术,541,张致宁
天津理工大学,2018,陕西,理工,计算机科学与技术,553,张致宁
天津理工大学,2017,陕西,理工,计算机科学与技术,561,张致宁
天津理工大学,2019,陕西,理工,信息安全,521,张致宁
天津理工大学,2018,陕西,理工,信息安全,550,张致宁
天津理工大学,2017,陕西,理工,信息安全,553,张致宁
天津理工大学,2019,陕西,理工,通信工程,531,张致宁
天津理工大学,2018,陕西,理工,通信工程,562,张致宁
天津理工大学,2017,陕西,理工,通信工程,558,张致宁
天津理工大学,2019,陕西,理工,电子信息工程,517,张致宁
天津理工大学,2018,陕西,理工,电子信息工程,572,张致宁
天津理工大学,2017,陕西,理工,电子信息工程,560,张致宁
天津理工大学,2019,陕西,理工,材料成型及控制工程,516,张致宁
天津理工大学,2018,陕西,理工,材料成型及控制工程,547,张致宁
天津理工大学,2017,陕西,理工,材料成型及控制工程,552,张致宁
天津理工大学,2019,陕西,理工,电气工程及其自动化,518,张致宁
天津理工大学,2018,陕西,理工,电气工程及其自动化,552,张致宁
天津理工大学,2017,陕西,理工,电气工程及其自动化,555,张致宁
天津理工大学,2019,陕西,理工,自动化,514,张致宁
天津理工大学,2018,陕西,理工,自动化,549,张致宁
天津理工大学,2017,陕西,理工,自动化,556,张致宁
天津理工大学,2019,陕西,理工,信息管理与信息系统,516,张致宁
天津理工大学,2018,陕西,理工,信息管理与信息系统,548,张致宁
天津理工大学,2017,陕西,理工,信息管理与信息系统,556,张致宁
天津理工大学,2019,陕西,理工,制药工程,513,张致宁
天津理工大学,2018,陕西,理工,制药工程,547,张致宁
天津理工大学,2017,陕西,理工,制药工程,551,张致宁
天津理工大学,2019,陕西,理工,机械电子工程,514,张致宁
天津理工大学,2018,陕西,理工,机械电子工程,548,张致宁
天津理工大学,2017,陕西,理工,机械电子工程,551,张致宁
天津理工大学,2019,陕西,理工,数据科学与大数据技术,0,张致宁
天津理工大学,2018,陕西,理工,数据科学与大数据技术,0,张致宁
天津理工大学,2017,陕西,理工,数据科学与大数据技术,557,张致宁
天津理工大学,2019,陕西,理工,集成电路设计与集成系统,514,张致宁
天津理工大学,2018,陕西,理工,集成电路设计与集成系统,549,张致宁
天津理工大学,2017,陕西,理工,集成电路设计与集成系统,553,张致宁
天津理工大学,2019,陕西,理工,电子信息类,516,张致宁
天津理工大学,2018,陕西,理工,电子信息类,0,张致宁
天津理工大学,2017,陕西,理工,电子信息类,0,张致宁
天津理工大学,2019,陕西,理工,光电信息科学与工程,0,张致宁
天津理工大学,2018,陕西,理工,光电信息科学与工程,548,张致宁
天津理工大学,2017,陕西,理工,光电信息科学与工程,556,张致宁
天津理工大学,2019,陕西,理工,电子科学与技术,0,张致宁
天津理工大学,2018,陕西,理工,电子科学与技术,549,张致宁
天津理工大学,2017,陕西,理工,电子科学与技术,554,张致宁
天津理工大学,2019,陕西,理工,电波传播与天线,0,张致宁
天津理工大学,2018,陕西,理工,电波传播与天线,547,张致宁
天津理工大学,2017,陕西,理工,电波传播与天线,552,张致宁
天津理工大学,2019,陕西,理工,微电子科学与工程,0,张致宁
天津理工大学,2018,陕西,理工,微电子科学与工程,548,张致宁
天津理工大学,2017,陕西,理工,微电子科学与工程,552,张致宁
天津理工大学,2019,陕西,理工,能源动力类,516,张致宁
天津理工大学,2018,陕西,理工,能源动力类,548,张致宁
天津理工大学,2017,陕西,理工,能源动力类,553,张致宁
天津理工大学,2019,陕西,理工,管理科学工程类,518,张致宁
天津理工大学,2018,陕西,理工,管理科学工程类,547,张致宁
天津理工大学,2017,陕西,理工,管理科学工程类,533,张致宁
天津理工大学,2019,陕西,理工,机械类,514,张致宁
天津理工大学,2018,陕西,理工,机械类,547,张致宁
天津理工大学,2017,陕西,理工,机械类,551,张致宁
天津理工大学,2019,陕西,理工,机器人工程,0,张致宁
天津理工大学,2018,陕西,理工,机器人工程,549,张致宁
天津理工大学,2017,陕西,理工,机器人工程,557,张致宁
天津理工大学,2019,陕西,理工,数学与应用数学,515,张致宁
天津理工大学,2018,陕西,理工,数学与应用数学,547,张致宁
天津理工大学,2017,陕西,理工,数学与应用数学,553,张致宁
天津理工大学,2019,甘肃,理工,计算机科学与技术,500,张致宁
天津理工大学,2018,甘肃,理工,计算机科学与技术,537,张致宁
天津理工大学,2017,甘肃,理工,计算机科学与技术,530,张致宁
天津理工大学,2019,甘肃,理工,通信工程,496,张致宁
天津理工大学,2018,甘肃,理工,通信工程,531,张致宁
天津理工大学,2017,甘肃,理工,通信工程,526,张致宁
天津理工大学,2019,甘肃,理工,信息安全,498,张致宁
天津理工大学,2018,甘肃,理工,信息安全,531,张致宁
天津理工大学,2017,甘肃,理工,信息安全,526,张致宁
天津理工大学,2019,甘肃,理工,电子信息工程,495,张致宁
天津理工大学,2018,甘肃,理工,电子信息工程,529,张致宁
天津理工大学,2017,甘肃,理工,电子信息工程,525,张致宁
天津理工大学,2019,甘肃,理工,材料成型及控制工程,493,张致宁
天津理工大学,2018,甘肃,理工,材料成型及控制工程,528,张致宁
天津理工大学,2017,甘肃,理工,材料成型及控制工程,524,张致宁
天津理工大学,2019,甘肃,理工,电气工程及其自动化,496,张致宁
天津理工大学,2018,甘肃,理工,电气工程及其自动化,530,张致宁
天津理工大学,2017,甘肃,理工,电气工程及其自动化,526,张致宁
天津理工大学,2019,甘肃,理工,自动化,495,张致宁
天津理工大学,2018,甘肃,理工,自动化,529,张致宁
天津理工大学,2017,甘肃,理工,自动化,524,张致宁
天津理工大学,2019,甘肃,理工,机械电子工程,495,张致宁
天津理工大学,2018,甘肃,理工,机械电子工程,529,张致宁
天津理工大学,2017,甘肃,理工,机械电子工程,524,张致宁
天津理工大学,2019,甘肃,理工,信息管理与信息系统,493,张致宁
天津理工大学,2018,甘肃,理工,信息管理与信息系统,528,张致宁
天津理工大学,2017,甘肃,理工,信息管理与信息系统,523,张致宁
天津理工大学,2019,甘肃,理工,制药工程,493,张致宁
天津理工大学,2018,甘肃,理工,制药工程,528,张致宁
天津理工大学,2017,甘肃,理工,制药工程,523,张致宁
天津理工大学,2019,甘肃,理工,数据科学与大数据技术,0,张致宁
天津理工大学,2018,甘肃,理工,数据科学与大数据技术,0,张致宁
天津理工大学,2017,甘肃,理工,数据科学与大数据技术,533,张致宁
天津理工大学,2019,甘肃,理工,集成电路设计与集成系统,459,张致宁
天津理工大学,2018,甘肃,理工,集成电路设计与集成系统,529,张致宁
天津理工大学,2017,甘肃,理工,集成电路设计与集成系统,532,张致宁
天津理工大学,2019,甘肃,理工,物联网工程,0,张致宁
天津理工大学,2018,甘肃,理工,物联网工程,502,张致宁
天津理工大学,2017,甘肃,理工,物联网工程,492,张致宁
天津理工大学,2019,甘肃,理工,电子信息类,462,张致宁
天津理工大学,2018,甘肃,理工,电子信息类,0,张致宁
天津理工大学,2017,甘肃,理工,电子信息类,0,张致宁
天津理工大学,2019,甘肃,理工,电子科学与技术,0,张致宁
天津理工大学,2018,甘肃,理工,电子科学与技术,502,张致宁
天津理工大学,2017,甘肃,理工,电子科学与技术,490,张致宁
天津理工大学,2019,甘肃,理工,微电子科学与工程,0,张致宁
天津理工大学,2018,甘肃,理工,微电子科学与工程,495,张致宁
天津理工大学,2017,甘肃,理工,微电子科学与工程,488,张致宁
天津理工大学,2019,甘肃,理工,光电信息科学与工程,0,张致宁
天津理工大学,2018,甘肃,理工,光电信息科学与工程,498,张致宁
天津理工大学,2017,甘肃,理工,光电信息科学与工程,491,张致宁
天津理工大学,2019,甘肃,理工,电波传播与天线,0,张致宁
天津理工大学,2018,甘肃,理工,电波传播与天线,493,张致宁
天津理工大学,2017,甘肃,理工,电波传播与天线,482,张致宁
天津理工大学,2019,甘肃,理工,材料类,458,张致宁
天津理工大学,2018,甘肃,理工,材料类,0,张致宁
天津理工大学,2017,甘肃,理工,材料类,0,张致宁
天津理工大学,2019,甘肃,理工,材料科学与工程,0,张致宁
天津理工大学,2018,甘肃,理工,材料科学与工程,493,张致宁
天津理工大学,2017,甘肃,理工,材料科学与工程,485,张致宁
天津理工大学,2019,甘肃,理工,材料物理,0,张致宁
天津理工大学,2018,甘肃,理工,材料物理,491,张致宁
天津理工大学,2017,甘肃,理工,材料物理,483,张致宁
天津理工大学,2019,甘肃,理工,功能材料,0,张致宁
天津理工大学,2018,甘肃,理工,功能材料,490,张致宁
天津理工大学,2017,甘肃,理工,功能材料,486,张致宁
天津理工大学,2019,甘肃,理工,新能源材料与器件,458,张致宁
天津理工大学,2018,甘肃,理工,新能源材料与器件,493,张致宁
天津理工大学,2017,甘肃,理工,新能源材料与器件,486,张致宁
天津理工大学,2019,甘肃,理工,测控技术与仪器,458,张致宁
天津理工大学,2018,甘肃,理工,测控技术与仪器,490,张致宁
天津理工大学,2017,甘肃,理工,测控技术与仪器,482,张致宁
天津理工大学,2019,甘肃,理工,能源动力类,459,张致宁
天津理工大学,2018,甘肃,理工,能源动力类,528,张致宁
天津理工大学,2017,甘肃,理工,能源动力类,524,张致宁
天津理工大学,2019,甘肃,理工,工商管理类,458,张致宁
天津理工大学,2018,甘肃,理工,工商管理类,491,张致宁
天津理工大学,2017,甘肃,理工,工商管理类,481,张致宁
天津理工大学,2019,甘肃,理工,管理科学与工程类,459,张致宁
天津理工大学,2018,甘肃,理工,管理科学与工程类,492,张致宁
天津理工大学,2017,甘肃,理工,管理科学与工程类,484,张致宁
天津理工大学,2019,甘肃,理工,保险学,457,张致宁
天津理工大学,2018,甘肃,理工,保险学,491,张致宁
天津理工大学,2017,甘肃,理工,保险学,483,张致宁
天津理工大学,2019,甘肃,理工,物流管理与工程类,458,张致宁
天津理工大学,2018,甘肃,理工,物流管理与工程类,493,张致宁
天津理工大学,2017,甘肃,理工,物流管理与工程类,486,张致宁
天津理工大学,2019,甘肃,理工,工业工程类,458,张致宁
天津理工大学,2018,甘肃,理工,工业工程类,490,张致宁
天津理工大学,2017,甘肃,理工,工业工程类,481,张致宁
天津理工大学,2019,甘肃,理工,化学工程与工艺,458,张致宁
天津理工大学,2018,甘肃,理工,化学工程与工艺,490,张致宁
天津理工大学,2017,甘肃,理工,化学工程与工艺,481,张致宁
天津理工大学,2019,甘肃,理工,应用化学,458,张致宁
天津理工大学,2018,甘肃,理工,应用化学,490,张致宁
天津理工大学,2017,甘肃,理工,应用化学,482,张致宁
天津理工大学,2019,甘肃,理工,药学,458,张致宁
天津理工大学,2018,甘肃,理工,药学,490,张致宁
天津理工大学,2017,甘肃,理工,药学,481,张致宁
天津理工大学,2019,甘肃,理工,机械类,459,张致宁
天津理工大学,2018,甘肃,理工,机械类,492,张致宁
天津理工大学,2017,甘肃,理工,机械类,483,张致宁
天津理工大学,2019,甘肃,理工,过程装备与控制工程,459,张致宁
天津理工大学,2018,甘肃,理工,过程装备与控制工程,491,张致宁
天津理工大学,2017,甘肃,理工,过程装备与控制工程,481,张致宁
天津理工大学,2019,甘肃,理工,机器人工程,0,张致宁
天津理工大学,2018,甘肃,理工,机器人工程,500,张致宁
天津理工大学,2017,甘肃,理工,机器人工程,494,张致宁
天津理工大学,2019,甘肃,理工,安全工程,458,张致宁
天津理工大学,2018,甘肃,理工,安全工程,490,张致宁
天津理工大学,2017,甘肃,理工,安全工程,481,张致宁
天津理工大学,2019,甘肃,理工,环境科学,458,张致宁
天津理工大学,2018,甘肃,理工,环境科学,490,张致宁
天津理工大学,2017,甘肃,理工,环境科学,481,张致宁
天津理工大学,2019,甘肃,理工,环境工程,458,张致宁
天津理工大学,2018,甘肃,理工,环境工程,491,张致宁
天津理工大学,2017,甘肃,理工,环境工程,482,张致宁
天津理工大学,2019,甘肃,理工,资源循环科学与工程,458,张致宁
天津理工大学,2018,甘肃,理工,资源循环科学与工程,490,张致宁
天津理工大学,2017,甘肃,理工,资源循环科学与工程,481,张致宁
天津理工大学,2019,甘肃,理工,自然地理与资源环境,458,张致宁
天津理工大学,2018,甘肃,理工,自然地理与资源环境,490,张致宁
天津理工大学,2017,甘肃,理工,自然地理与资源环境,481,张致宁
天津理工大学,2019,甘肃,理工,软件工程,459,张致宁
天津理工大学,2018,甘肃,理工,软件工程,493,张致宁
天津理工大学,2017,甘肃,理工,软件工程,486,张致宁
天津理工大学,2019,甘肃,理工,数学与应用数学,459,张致宁
天津理工大学,2018,甘肃,理工,数学与应用数学,491,张致宁
天津理工大学,2017,甘肃,理工,数学与应用数学,487,张致宁
天津理工大学,2019,甘肃,理工,应用物理学,458,张致宁
天津理工大学,2018,甘肃,理工,应用物理学,491,张致宁
天津理工大学,2017,甘肃,理工,应用物理学,482,张致宁
天津理工大学,2019,甘肃,理工,英语,469,张致宁
天津理工大学,2018,甘肃,理工,英语,498,张致宁
天津理工大学,2017,甘肃,理工,英语,489,张致宁
天津理工大学,2019,甘肃,理工,日语,458,张致宁
天津理工大学,2018,甘肃,理工,日语,496,张致宁
天津理工大学,2017,甘肃,理工,日语,486,张致宁
天津理工大学,2019,甘肃,理工,航海技术,443,张致宁
天津理工大学,2018,甘肃,理工,航海技术,468,张致宁
天津理工大学,2017,甘肃,理工,航海技术,481,张致宁
天津理工大学,2019,甘肃,理工,轮机工程,439,张致宁
天津理工大学,2018,甘肃,理工,轮机工程,468,张致宁
天津理工大学,2017,甘肃,理工,轮机工程,471,张致宁
天津理工大学,2019,甘肃,理工,船舶电子电气工程,445,张致宁
天津理工大学,2018,甘肃,理工,船舶电子电气工程,468,张致宁
天津理工大学,2017,甘肃,理工,船舶电子电气工程,471,张致宁
天津理工大学,2019,青海,理工,电子信息类,402,张致宁
天津理工大学,2018,青海,理工,电子信息类,0,张致宁
天津理工大学,2017,青海,理工,电子信息类,0,张致宁
天津理工大学,2019,青海,理工,电子科学与技术,0,张致宁
天津理工大学,2018,青海,理工,电子科学与技术,422,张致宁
天津理工大学,2017,青海,理工,电子科学与技术,432,张致宁
天津理工大学,2019,青海,理工,光电信息科学与工程,0,张致宁
天津理工大学,2018,青海,理工,光电信息科学与工程,423,张致宁
天津理工大学,2017,青海,理工,光电信息科学与工程,413,张致宁
天津理工大学,2019,青海,理工,电波传播与天线,0,张致宁
天津理工大学,2018,青海,理工,电波传播与天线,406,张致宁
天津理工大学,2017,青海,理工,电波传播与天线,413,张致宁
天津理工大学,2019,青海,理工,材料类,381,张致宁
天津理工大学,2018,青海,理工,材料类,0,张致宁
天津理工大学,2017,青海,理工,材料类,0,张致宁
天津理工大学,2019,青海,理工,材料科学与工程,0,张致宁
天津理工大学,2018,青海,理工,材料科学与工程,405,张致宁
天津理工大学,2017,青海,理工,材料科学与工程,414,张致宁
天津理工大学,2019,青海,理工,材料物理,0,张致宁
天津理工大学,2018,青海,理工,材料物理,407,张致宁
天津理工大学,2017,青海,理工,材料物理,415,张致宁
天津理工大学,2019,青海,理工,功能材料,0,张致宁
天津理工大学,2018,青海,理工,功能材料,408,张致宁
天津理工大学,2017,青海,理工,功能材料,417,张致宁
天津理工大学,2019,青海,理工,工商管理类,389,张致宁
天津理工大学,2018,青海,理工,工商管理类,414,张致宁
天津理工大学,2017,青海,理工,工商管理类,416,张致宁
天津理工大学,2019,青海,理工,化学工程与工艺,386,张致宁
天津理工大学,2018,青海,理工,化学工程与工艺,404,张致宁
天津理工大学,2017,青海,理工,化学工程与工艺,412,张致宁
天津理工大学,2019,青海,理工,应用化学,380,张致宁
天津理工大学,2018,青海,理工,应用化学,404,张致宁
天津理工大学,2017,青海,理工,应用化学,416,张致宁
天津理工大学,2019,青海,理工,药学,383,张致宁
天津理工大学,2018,青海,理工,药学,407,张致宁
天津理工大学,2017,青海,理工,药学,413,张致宁
天津理工大学,2019,青海,理工,机械类,381,张致宁
天津理工大学,2018,青海,理工,机械类,415,张致宁
天津理工大学,2017,青海,理工,机械类,418,张致宁
天津理工大学,2019,青海,理工,机器人工程,0,张致宁
天津理工大学,2018,青海,理工,机器人工程,425,张致宁
天津理工大学,2017,青海,理工,机器人工程,439,张致宁
天津理工大学,2019,青海,理工,安全工程,382,张致宁
天津理工大学,2018,青海,理工,安全工程,404,张致宁
天津理工大学,2017,青海,理工,安全工程,414,张致宁
天津理工大学,2019,青海,理工,环境工程,388,张致宁
天津理工大学,2018,青海,理工,环境工程,416,张致宁
天津理工大学,2017,青海,理工,环境工程,416,张致宁
天津理工大学,2019,青海,理工,软件工程,389,张致宁
天津理工大学,2018,青海,理工,软件工程,427,张致宁
天津理工大学,2017,青海,理工,软件工程,418,张致宁
天津理工大学,2019,宁夏,理工,集成电路设计与集成系统,436,张致宁
天津理工大学,2018,宁夏,理工,集成电路设计与集成系统,466,张致宁
天津理工大学,2017,宁夏,理工,集成电路设计与集成系统,468,张致宁
天津理工大学,2019,宁夏,理工,电子信息类,439,张致宁
天津理工大学,2018,宁夏,理工,电子信息类,0,张致宁
天津理工大学,2017,宁夏,理工,电子信息类,0,张致宁
天津理工大学,2019,宁夏,理工,光电信息科学与工程,0,张致宁
天津理工大学,2018,宁夏,理工,光电信息科学与工程,470,张致宁
天津理工大学,2017,宁夏,理工,光电信息科学与工程,479,张致宁
天津理工大学,2019,宁夏,理工,电波传播与天线,0,张致宁
天津理工大学,2018,宁夏,理工,电波传播与天线,462,张致宁
天津理工大学,2017,宁夏,理工,电波传播与天线,456,张致宁
天津理工大学,2019,宁夏,理工,电子科学与技术,0,张致宁
天津理工大学,2018,宁夏,理工,电子科学与技术,469,张致宁
天津理工大学,2017,宁夏,理工,电子科学与技术,472,张致宁
天津理工大学,2019,宁夏,理工,材料类,435,张致宁
天津理工大学,2018,宁夏,理工,材料类,0,张致宁
天津理工大学,2017,宁夏,理工,材料类,0,张致宁
天津理工大学,2019,宁夏,理工,材料科学与工程,0,张致宁
天津理工大学,2018,宁夏,理工,材料科学与工程,464,张致宁
天津理工大学,2017,宁夏,理工,材料科学与工程,467,张致宁
天津理工大学,2019,宁夏,理工,材料物理,0,张致宁
天津理工大学,2018,宁夏,理工,材料物理,461,张致宁
天津理工大学,2017,宁夏,理工,材料物理,460,张致宁
天津理工大学,2019,宁夏,理工,功能材料,0,张致宁
天津理工大学,2018,宁夏,理工,功能材料,463,张致宁
天津理工大学,2017,宁夏,理工,功能材料,466,张致宁
天津理工大学,2019,宁夏,理工,工商管理类,439,张致宁
天津理工大学,2018,宁夏,理工,工商管理类,464,张致宁
天津理工大学,2017,宁夏,理工,工商管理类,466,张致宁
天津理工大学,2019,宁夏,理工,管理科学与工程类,438,张致宁
天津理工大学,2018,宁夏,理工,管理科学与工程类,467,张致宁
天津理工大学,2017,宁夏,理工,管理科学与工程类,469,张致宁
天津理工大学,2019,宁夏,理工,工业工程类,434,张致宁
天津理工大学,2018,宁夏,理工,工业工程类,461,张致宁
天津理工大学,2017,宁夏,理工,工业工程类,457,张致宁
天津理工大学,2019,宁夏,理工,保险学,434,张致宁
天津理工大学,2018,宁夏,理工,保险学,461,张致宁
天津理工大学,2017,宁夏,理工,保险学,458,张致宁
天津理工大学,2019,宁夏,理工,化学工程与工艺,437,张致宁
天津理工大学,2018,宁夏,理工,化学工程与工艺,462,张致宁
天津理工大学,2017,宁夏,理工,化学工程与工艺,458,张致宁
天津理工大学,2019,宁夏,理工,应用化学,439,张致宁
天津理工大学,2018,宁夏,理工,应用化学,461,张致宁
天津理工大学,2017,宁夏,理工,应用化学,458,张致宁
天津理工大学,2019,宁夏,理工,药学,443,张致宁
天津理工大学,2018,宁夏,理工,药学,462,张致宁
天津理工大学,2017,宁夏,理工,药学,464,张致宁
天津理工大学,2019,宁夏,理工,机械类,436,张致宁
天津理工大学,2018,宁夏,理工,机械类,467,张致宁
天津理工大学,2017,宁夏,理工,机械类,470,张致宁
天津理工大学,2019,宁夏,理工,机器人工程,0,张致宁
天津理工大学,2018,宁夏,理工,机器人工程,465,张致宁
天津理工大学,2017,宁夏,理工,机器人工程,471,张致宁
天津理工大学,2019,新疆,理工,计算机科学与技术,477,张致宁
天津理工大学,2018,新疆,理工,计算机科学与技术,531,张致宁
天津理工大学,2017,新疆,理工,计算机科学与技术,518,张致宁
天津理工大学,2019,新疆,理工,通信工程,472,张致宁
天津理工大学,2018,新疆,理工,通信工程,518,张致宁
天津理工大学,2017,新疆,理工,通信工程,509,张致宁
天津理工大学,2019,新疆,理工,电气工程及其自动化,466,张致宁
天津理工大学,2018,新疆,理工,电气工程及其自动化,519,张致宁
天津理工大学,2017,新疆,理工,电气工程及其自动化,505,张致宁
天津理工大学,2019,新疆,理工,电子信息类,467,张致宁
天津理工大学,2018,新疆,理工,电子信息类,0,张致宁
天津理工大学,2017,新疆,理工,电子信息类,0,张致宁
天津理工大学,2019,新疆,理工,微电子科学与工程,0,张致宁
天津理工大学,2018,新疆,理工,微电子科学与工程,513,张致宁
天津理工大学,2017,新疆,理工,微电子科学与工程,503,张致宁
天津理工大学,2019,新疆,理工,电子科学与技术,0,张致宁
天津理工大学,2018,新疆,理工,电子科学与技术,521,张致宁
天津理工大学,2017,新疆,理工,电子科学与技术,515,张致宁
天津理工大学,2019,新疆,理工,光电信息科学与工程,0,张致宁
天津理工大学,2018,新疆,理工,光电信息科学与工程,520,张致宁
天津理工大学,2017,新疆,理工,光电信息科学与工程,505,张致宁
天津理工大学,2019,新疆,理工,电波传播与天线,0,张致宁
天津理工大学,2018,新疆,理工,电波传播与天线,525,张致宁
天津理工大学,2017,新疆,理工,电波传播与天线,497,张致宁
天津理工大学,2019,新疆,理工,材料类,460,张致宁
天津理工大学,2018,新疆,理工,材料类,0,张致宁
天津理工大学,2017,新疆,理工,材料类,0,张致宁
天津理工大学,2019,新疆,理工,材料物理,0,张致宁
天津理工大学,2018,新疆,理工,材料物理,517,张致宁
天津理工大学,2017,新疆,理工,材料物理,497,张致宁
天津理工大学,2019,新疆,理工,材料科学与工程,0,张致宁
天津理工大学,2018,新疆,理工,材料科学与工程,513,张致宁
天津理工大学,2017,新疆,理工,材料科学与工程,497,张致宁
天津理工大学,2019,新疆,理工,功能材料,0,张致宁
天津理工大学,2018,新疆,理工,功能材料,513,张致宁
天津理工大学,2017,新疆,理工,功能材料,497,张致宁
天津理工大学,2019,新疆,理工,测控技术与仪器,457,张致宁
天津理工大学,2018,新疆,理工,测控技术与仪器,525,张致宁
天津理工大学,2017,新疆,理工,测控技术与仪器,499,张致宁
天津理工大学,2019,新疆,理工,能源动力类,461,张致宁
天津理工大学,2018,新疆,理工,能源动力类,512,张致宁
天津理工大学,2017,新疆,理工,能源动力类,498,张致宁
天津理工大学,2019,新疆,理工,工商管理类,468,张致宁
天津理工大学,2018,新疆,理工,工商管理类,520,张致宁
天津理工大学,2017,新疆,理工,工商管理类,498,张致宁
天津理工大学,2019,新疆,理工,管理科学与工程类,458,张致宁
天津理工大学,2018,新疆,理工,管理科学与工程类,517,张致宁
天津理工大学,2017,新疆,理工,管理科学与工程类,499,张致宁
天津理工大学,2019,新疆,理工,物流管理与工程类,458,张致宁
天津理工大学,2018,新疆,理工,物流管理与工程类,513,张致宁
天津理工大学,2017,新疆,理工,物流管理与工程类,498,张致宁
天津理工大学,2019,新疆,理工,工业工程类,457,张致宁
天津理工大学,2018,新疆,理工,工业工程类,512,张致宁
天津理工大学,2017,新疆,理工,工业工程类,497,张致宁
天津理工大学,2019,新疆,理工,药学,474,张致宁
天津理工大学,2018,新疆,理工,药学,521,张致宁
天津理工大学,2017,新疆,理工,药学,498,张致宁
天津理工大学,2019,新疆,理工,应用化学,461,张致宁
天津理工大学,2018,新疆,理工,应用化学,512,张致宁
天津理工大学,2017,新疆,理工,应用化学,497,张致宁
天津理工大学,2019,新疆,理工,化学工程与工艺,458,张致宁
天津理工大学,2018,新疆,理工,化学工程与工艺,512,张致宁
天津理工大学,2017,新疆,理工,化学工程与工艺,482,张致宁
天津理工大学,2019,新疆,理工,机械类,464,张致宁
天津理工大学,2018,新疆,理工,机械类,512,张致宁
天津理工大学,2017,新疆,理工,机械类,500,张致宁
天津理工大学,2019,新疆,理工,机器人工程,0,张致宁
天津理工大学,2018,新疆,理工,机器人工程,526,张致宁
天津理工大学,2017,新疆,理工,机器人工程,513,张致宁
天津理工大学,2019,新疆,理工,安全工程,459,张致宁
天津理工大学,2018,新疆,理工,安全工程,514,张致宁
天津理工大学,2017,新疆,理工,安全工程,497,张致宁
天津理工大学,2019,新疆,理工,环境科学,461,张致宁
天津理工大学,2018,新疆,理工,环境科学,518,张致宁
天津理工大学,2017,新疆,理工,环境科学,497,张致宁
学校,年份,省份,科别,专业,最低分\位次,贡献者
天津理工大学,2019,北京,理工,管理科学与工程类,523,张致宁
天津理工大学,2018,北京,理工,管理科学与工程类,525,张致宁
天津理工大学,2017,北京,理工,管理科学与工程类,520,张致宁
天津理工大学,2019,北京,理工,机械类,522,张致宁
天津理工大学,2018,北京,理工,机械类,516,张致宁
天津理工大学,2017,北京,理工,机械类,516,张致宁
天津理工大学,2019,北京,理工,环境工程,521,张致宁
天津理工大学,2018,北京,理工,环境工程,518,张致宁
天津理工大学,2017,北京,理工,环境工程,519,张致宁
天津理工大学,2019,北京,理工,安全工程,521,张致宁
天津理工大学,2018,北京,理工,安全工程,519,张致宁
天津理工大学,2017,北京,理工,安全工程,517,张致宁
天津理工大学,2019,北京,理工,日语,527,张致宁
天津理工大学,2018,北京,理工,日语,516,张致宁
天津理工大学,2017,北京,理工,日语,515,张致宁
天津理工大学,2019,天津,理工,计算机科学与技术,558,张致宁
天津理工大学,2018,天津,理工,计算机科学与技术,573/9231,张致宁
天津理工大学,2017,天津,理工,计算机科学与技术,561,张致宁
天津理工大学,2019,天津,理工,信息安全,551,张致宁
天津理工大学,2018,天津,理工,信息安全,560/10885,张致宁
天津理工大学,2017,天津,理工,信息安全,550,张致宁
天津理工大学,2019,天津,理工,通信工程,536,张致宁
天津理工大学,2018,天津,理工,通信工程,533/14429,张致宁
天津理工大学,2017,天津,理工,通信工程,535,张致宁
